target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3
C64614,1,,,,CCC(=O)c1ccc(O)cc1,C=CCBr,C=CCOc1ccc(C(=O)CC)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C64615,1,,,,O=C1CCc2cc(O)ccc21,C=CCBr,C=CCOc1ccc2c(c1)CCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93206,1,,,,NCC(=O)O,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CN)cc1,Amidation,,,,,,,,,,,,,,
C82695,1,,,,NCC(=O)c1ccc(O)cc1,C=CCBr,C=CCOc1ccc(C(=O)CN)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C73001,1,,,,FC(F)(F)CI,O=C(CCl)c1ccc(O)cc1O,O=C(CCl)c1ccc(O)cc1OCC(F)(F)F,Williamson_ether_synthesis,,,,,,,,,,,,,,
C64623,1,,,,CCC(=O)c1ccc(O)cc1,CC(C)Br,CCC(=O)c1ccc(OC(C)C)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C73002,1,,,,FC(F)(F)CI,O=C(CCl)c1ccc(O)cc1O,O=C(CCl)c1ccc(OCC(F)(F)F)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C64624,1,,,,O=C1CCc2cc(O)ccc21,CC(C)Br,CC(C)Oc1ccc2c(c1)CCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93225,1,,,,O=C(O)CO,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CO)cc1,Amidation,,,,,,,,,,,,,,
C64626,1,,,,O=C1CCc2cc(O)ccc21,CCCBr,CCCOc1ccc2c(c1)CCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C64627,1,,,,CCC(=O)c1ccc(O)cc1,CCCBr,CCCOc1ccc(C(=O)CC)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72505,1,,,,CCC(N)CI,O=C(CCl)c1ccc(O)cc1O,CCC(N)COc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93229,1,,,,O=C(O)CCl,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CCl)cc1,Amidation,,,,,,,,,,,,,,
C93230,1,,,,O=CC(=O)O,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)C=O)cc1,Amidation,,,,,,,,,,,,,,
C93232,1,,,,O=C(O)CS,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CS)cc1,Amidation,,,,,,,,,,,,,,
C27142,1,,,,O=C1NC(=O)N(c2ccc(Br)cc2)C1=O,NCc1ccc(Cl)c(F)c1,O=C1NC(=O)N(c2ccc(NCc3ccc(Cl)c(F)c3)cc2)C1=O,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C83131,1,,,,FC(F)(F)CI,CC(=O)c1ccc(O)cc1,CC(=O)c1ccc(OCC(F)(F)F)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C107764,1,,,,O=C(O)CS,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,O=C1Cc2cc(C(=O)C3CCN(C(=O)CS)CC3)ccc2N1,Amidation,,,,,,,,,,,,,,
C16429,1,,,,CN1CCN(c2ccc(N)nc2)CC1=O,Cc1cc(C=O)cc(Cl)c1C,Cc1cc(CNc2ccc(N3CCN(C)C(=O)C3)cn2)cc(Cl)c1C,Reductive_amination,,,,,,,,,,,,,,
C24125,3,,,,O=C(O)CCl,c1cncc(C2CNCCN2)c1,O=C(CCl)N1CCNCC1c1cccnc1,Amidation,,,O=C(CCl)N1CCNCC1c1cccnc1,O=C(O)Cc1cncc(Cl)c1,O=C(Cc1cncc(Cl)c1)N1CCN(C(=O)CCl)C(c2cccnc2)C1,Amidation,,,NC(=O)CO,O=C(Cc1cncc(Cl)c1)N1CCN(C(=O)CCl)C(c2cccnc2)C1,O=C(CO)Nc1cncc(CC(=O)N2CCN(C(=O)CCl)C(c3cccnc3)C2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C82723,1,,,,CCC(N)CI,CC(=O)c1ccc(O)cc1,CCC(N)COc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72533,1,,,,CCC(N)CI,O=C(CCl)c1ccc(O)cc1O,CCC(N)COc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72091,1,,,,FC(F)(F)CI,O=C(CCl)c1ccc(O)cc1,O=C(CCl)c1ccc(OCC(F)(F)F)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93283,1,,,,C=C(Cl)C(=O)O,CC(=O)c1ccc(N)cc1,C=C(Cl)C(=O)Nc1ccc(C(C)=O)cc1,Amidation,,,,,,,,,,,,,,
C82273,1,,,,CCI,O=C1CCc2cc(O)ccc21,CCOc1ccc2c(c1)CCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C66672,1,,,,O=C1CCc2cc(O)ccc21,FC(F)(F)CI,O=C1CCc2cc(OCC(F)(F)F)ccc21,Williamson_ether_synthesis,,,,,,,,,,,,,,
C66673,1,,,,CCC(=O)c1ccc(O)cc1,FC(F)(F)CI,CCC(=O)c1ccc(OCC(F)(F)F)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C83594,1,,,,CC(O)CI,NCC(=O)c1ccc(O)cc1,CC(O)COc1ccc(C(=O)CN)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C26175,1,,,,O=C1CN(c2ccc(Br)cc2)C(=O)N1,NCc1ccc(Cl)c(F)c1,O=C1CN(c2ccc(NCc3ccc(Cl)c(F)c3)cc2)C(=O)N1,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C72108,1,,,,CC(O)CI,O=C(CCl)c1ccc(O)cc1O,CC(O)COc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72109,1,,,,CC(O)CI,O=C(CCl)c1ccc(O)cc1O,CC(O)COc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C41928,1,,,,NC(=NO)c1ccc(C(=O)O)cc1,CNc1cn(C)c2ccccc12,CN(C(=O)c1ccc(C(N)=NO)cc1)c1cn(C)c2ccccc12,Amidation,,,,,,,,,,,,,,
C49641,1,,,,CCCC(C#N)C(=O)O,CCOC(=O)c1cc(N)n(C)n1,CCCC(C#N)C(=O)Nc1cc(C(=O)OCC)nn1C,Amidation,,,,,,,,,,,,,,
C82277,1,,,,CC(=O)c1ccc(O)cc1,C=CCBr,C=CCOc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93346,1,,,,COCC(=O)O,CC(=O)c1ccc(N)cc1,COCC(=O)Nc1ccc(C(C)=O)cc1,Amidation,,,,,,,,,,,,,,
C105778,1,,,,O=C(O)CO,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,O=C1Cc2cc(C(=O)C3CCN(C(=O)CO)CC3)ccc2N1,Amidation,,,,,,,,,,,,,,
C105779,1,,,,O=CC(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,O=CC(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C105780,1,,,,O=C(O)C(Cl)Cl,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,O=C1Cc2cc(C(=O)C3CCN(C(=O)C(Cl)Cl)CC3)ccc2N1,Amidation,,,,,,,,,,,,,,
C35768,1,,,,NCc1ccc(C(=O)O)cc1,CNc1cn(C)c2ccccc12,CN(C(=O)c1ccc(CN)cc1)c1cn(C)c2ccccc12,Amidation,,,,,,,,,,,,,,
C65256,1,,,,O=C1CCc2cc(O)ccc21,CC(O)CI,CC(O)COc1ccc2c(c1)CCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C21674,1,,,,NCc1ccc(C(F)(F)F)cc1F,O=C1NC(=O)N(c2ccc(Br)cc2)C1=O,O=C1NC(=O)N(c2ccc(NCc3ccc(C(F)(F)F)cc3F)cc2)C1=O,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C100679,1,,,,O=C(O)C1CC1F,Nc1ccc(C=O)cc1,O=Cc1ccc(NC(=O)C2CC2F)cc1,Amidation,,,,,,,,,,,,,,
C65262,1,,,,CCC(=O)c1ccc(O)cc1,CC(O)CI,CCC(=O)c1ccc(OCC(C)O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C61891,1,,,,C=C(Cl)C(=O)O,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,C=C(Cl)C(=O)NCC(NC(=O)Cc1c(C)nn(C)c1C)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C61894,1,,,,O=C(O)C(Cl)Cl,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,Cc1nn(C)c(C)c1CC(=O)NC(CNC(=O)C(Cl)Cl)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C20518,1,,,,NCc1ccc(C(F)(F)F)cc1,O=C1CN(c2ccc(Br)cc2)C(=O)N1,O=C1CN(c2ccc(NCc3ccc(C(F)(F)F)cc3)cc2)C(=O)N1,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C102236,1,,,,O=C(O)C1CC1F,NC(=O)c1ccc(N)cc1,NC(=O)c1ccc(NC(=O)C2CC2F)cc1,Amidation,,,,,,,,,,,,,,
C20544,1,,,,O=C1NCCN1c1ccc(Br)cc1,NCc1ccc(C(F)(F)F)cc1F,O=C1NCCN1c1ccc(NCc2ccc(C(F)(F)F)cc2F)cc1,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C71713,1,,,,CCI,O=C(CCl)c1ccc(O)cc1O,CCOc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71714,1,,,,CCI,O=C(CCl)c1ccc(O)cc1O,CCOc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C99624,1,,,,O=C(O)CO,Nc1ccc(C=O)cc1,O=Cc1ccc(NC(=O)CO)cc1,Amidation,,,,,,,,,,,,,,
C62614,1,,,,NC(=O)C1CCCNC1,O=C(O)C1CCCO1,NC(=O)C1CCCN(C(=O)C2CCCO2)C1,Amidation,,,,,,,,,,,,,,
C45407,1,,,,N#CCC(=O)O,NNC(=O)c1ccc(N)cn1,N#CCC(=O)Nc1ccc(C(=O)NN)nc1,Amidation,,,,,,,,,,,,,,
