Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] P2 Wave 1,[Other] P3 compound design,[Other] New,[Other] Active site fragment,[Other] S1 site,[Other] S1' site,[Other] S2 site,[Other] S3 site,[Other] S5 site,[Other] Covalent,[Series] Piperidine series,[Other] Sun-roof open,[Other] Fragment Screen,[Other] upload_1 2024-12-06,[Other] S4 site,[Other] Bogyo covalents,[Series] Indazole series,[Other] upload_061224,[Other] upload_2 2024-12-12
A0375a,A71EV2A-x0375_A_201_v1,A71EV2A-x0375,Z56921372,COc1ccccc1NC(N)=S,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0375a,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
A0387a,A71EV2A-x0387_A_151_v1,A71EV2A-x0387,Z57260516,COCC(=O)Nc1c(C)cc(C)cc1C,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0387a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0416a,A71EV2A-x0416_A_147_v1,A71EV2A-x0416,Z71580604,Cc1ccc(NC(=O)[C@H]2CCCO2)nc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0416a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0437a,A71EV2A-x0437_A_250_v1,A71EV2A-x0437,Z802821712,CCNc1ccc(C)nn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0437a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0443a,A71EV2A-x0443_A_250_v1,A71EV2A-x0443,Z82176792,Cc1cn2ccccc2n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0443a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0446a,A71EV2A-x0446_A_147_v1,A71EV2A-x0446,Z851110644,CNC(=O)c1cnc(C)s1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0446a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0719a,A71EV2A-x0719_A_301_v1,A71EV2A-x0719,Z954606858,C[C@H](CS(N)(=O)=O)c1ccccc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0719a,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False
A0732a,A71EV2A-x0732_A_201_v1,A71EV2A-x0732,Z99601600,Cc1cc(C)c(NC(=O)CO)c(C)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0732a,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False
A0739a,A71EV2A-x0739_A_147_v1,A71EV2A-x0739,Z17497990,Cc1ccc(OCC(=O)N2CCOCC2)c(C)c1,A71EV2A-x0526/A/133/A_v1,False,1b - A71EV2A-x0739/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1b - A0739/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1b - A0739/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0739a,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False
A0812a,A71EV2A-x0812_A_147_v1,A71EV2A-x0812,Z1618027593,Cn1nc(C(N)=O)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0812a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0836b,A71EV2A-x0836_A_302_v1,A71EV2A-x0836,Z2574937229,COc1ccc([C@H](N)c2ccccc2)cc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - A0526/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,A0836a,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False
A0836a,A71EV2A-x0836_A_301_v1,A71EV2A-x0836,Z2574937229,COc1ccc([C@H](N)c2ccccc2)cc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - A0526/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,A0836a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0853a,A71EV2A-x0853_A_147_v1,A71EV2A-x0853,Z32367954,O=C(NC1CC1)c1ccc2c(c1)OCO2,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1g - A71EV2A-x0853/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,A0853a,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False
A0875a,A71EV2A-x0875_A_201_v1,A71EV2A-x0875,Z53825020,CCS(=O)(=O)N1CCC(C(=O)O)CC1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0875a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A0884a,A71EV2A-x0884_A_147_v1,A71EV2A-x0884,Z198195770,CC(=O)Nc1cccc(NC(N)=O)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A0884a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0911a,A71EV2A-x0911_A_147_v1,A71EV2A-x0911,Z1457921102,CN(C(=O)[C@H]1CCNC1)c1ccccc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0911a,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
A0922a,A71EV2A-x0922_A_147_v1,A71EV2A-x0922,Z19733482,Cc1ccccc1OCC(=O)N(C)C,A71EV2A-x0526/A/133/A_v1,False,1c - A71EV2A-x0922/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1c - A0922/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1c - A0922/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A0922a,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
A0926a,A71EV2A-x0926_A_250_v1,A71EV2A-x0926,Z32279730,COCC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0926a,False,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False
A1019a,A71EV2A-x1019_A_147_v1,A71EV2A-x1019,NCL-00024665,COc1cc(Br)ccc1CC(=O)O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - A0526/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,A1019a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1080a,A71EV2A-x1080_A_201_v1,A71EV2A-x1080,Z59181971,CCC(=O)NO,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A1080a,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
A1140a,A71EV2A-x1140_A_147_v1,A71EV2A-x1140,Z56042334,O=C(CN1CCCC1)c1ccccc1Cl,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A1140a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1148a,A71EV2A-x1148_A_201_v1,A71EV2A-x1148,Z1213725191,Brc1c[nH]cn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - A0526/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,1a - A0526/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,F4 - A71/2A/new/model/x2721/4.1/ref3,A1148a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1169a,A71EV2A-x1169_A_151_v1,A71EV2A-x1169,Z1143441220,N#Cc1cocn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A1169a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1180b,A71EV2A-x1180_B_151_v1,A71EV2A-x1180,Z1198183601,Clc1c[nH]cn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A1180a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1180a,A71EV2A-x1180_A_151_v1,A71EV2A-x1180,Z1198183601,Clc1c[nH]cn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3d - A71EV2A-x0501/A/152/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3d - A0501/A/152,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3d - A0501/A/152,A1 - monomer,F3 - A71/2A/open/long/cell,A1180a,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
A1209a,A71EV2A-x1209_A_151_v1,A71EV2A-x1209,Z1203730981,Brc1ncc[nH]1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A1209a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1255a,A71EV2A-x1255_B_201_v1,A71EV2A-x1255,NCL-00024387,COCCn1ccc(Br)cc1=O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A1255a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1292a,A71EV2A-x1292_A_151_v1,A71EV2A-x1292,Z57473948,O=C(NC1CC1)c1ccccc1O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A1292a,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
A1445b,A71EV2A-x1445_B_301_v1,A71EV2A-x1445,ASAP-0016733-001,COc1cc(NC(=O)C[C@@H](C)C(F)(F)F)n(C)n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A1445a,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
A1445a,A71EV2A-x1445_B_201_v1,A71EV2A-x1445,ASAP-0016733-001,COc1cc(NC(=O)C[C@@H](C)C(F)(F)F)n(C)n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A1445a,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
A1775a,A71EV2A-x1775_A_201_v1,A71EV2A-x1775,ASAP-0024999-003,CCOc1ccc(C(=O)CC)cc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A1775a,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
A1776a,A71EV2A-x1776_A_201_v1,A71EV2A-x1776,ASAP-0025003-002,CCC(=O)c1ccc(NC(C)=O)cc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A1776a,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
A1778a,A71EV2A-x1778_A_201_v1,A71EV2A-x1778,ASAP-0025240-002,CCC(=O)c1ccc2c(c1)CCN2C(C)=O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A1778a,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
A1779a,A71EV2A-x1779_A_201_v1,A71EV2A-x1779,ASAP-0025094-002,CCC(=O)c1ccc2c(c1)NC(=O)CO2,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A1779a,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
A2290a,A71EV2A-x2290_A_301_v1,A71EV2A-x2290,ASAP-0030340-001,CNC(=O)c1nn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2290a,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A2293a,A71EV2A-x2293_A_201_v1,A71EV2A-x2293,ASAP-0030249-001,Cn1nc(C(=O)NC[C@@H]2Cc3ccccc3CN2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2293a,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False
A2304a,A71EV2A-x2304_A_246_v1,A71EV2A-x2304,ASAP-0030304-001,Cn1nc(C(=O)Nc2cn[nH]c2)c2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2304a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A2339a,A71EV2A-x2339_A_246_v1,A71EV2A-x2339,ASAP-0030497-001,Cn1nc(C(=O)NC2CC2)c2cc(F)ccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2339a,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
A2351a,A71EV2A-x2351_A_246_v1,A71EV2A-x2351,ASAP-0030611-001,Cn1nc(C(N)=O)c2cc(F)ccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2351a,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A2454a,A71EV2A-x2454_A_246_v1,A71EV2A-x2454,ASAP-0019110-002,CC(=O)Nc1cccc(NC(N)=O)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2454a,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
A2513a,A71EV2A-x2513_A_301_v1,A71EV2A-x2513,ASAP-0030968-001,COc1ccc(Cl)c2c1C(=O)C(=O)N2,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A2513a,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
