id,smiles
122472,COc1ccccc1C(NC(=O)OC(C)(C)C)C(=O)N1CCCC(C(N)=O)C1
122473,COc1ccccc1C(N)C(=O)N1CCCC(C(N)=O)C1
122475,COc1ccccc1CC(=O)N1CCNC(C(N)=O)C1
122476,COCC1(C(=O)N2CCCC(C(N)=O)C2)CCCCO1
122478,NC(=O)C1CCCN(C(=O)Cc2cccnc2N)C1
122479,COc1ccccc1CC(=O)N(C)CCC(N)=O
122480,NC(=O)C1CCCN(C(=O)C(c2ccccc2)c2ccccc2)C1
122481,NC(=O)C1CCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1
122482,COc1cccc(Cl)c1NC(=O)N1CCC(C(N)=O)C1
122483,COc1ccccc1NC(=O)N1CCCC(C(N)=O)C1
122484,Cn1ncc2c(NC(=O)N3CCCC(C(N)=O)C3)cccc21
122485,COc1ccccc1CC(=O)N1CCCC(C(N)=O)CC1
122486,Cc1cccc(CC(=O)N2CCCC(C(N)=O)C2)c1
122487,COc1ncccc1NC(=O)N1CCCC(C(N)=O)C1
122488,COc1cccnc1CN1CCCC(C(N)=O)C1
122489,COc1cccnc1CC(=O)N1CCCC(C(N)=O)C1
122490,CSc1c(Br)cccc1CC(=O)N1CCCC(C(N)=O)C1
122491,COc1cccc(NC(=O)N2CCCC(C(N)=O)C2)n1
122492,CC(C)Oc1ccccc1NC(=O)N1CCCC(C(N)=O)C1
122495,COc1ccccc1CC(=O)N1CC(C(N)=O)CC12CC2
122496,CSc1ccccc1CC(=O)N1CCCC(C(N)=O)C1
122549,CC1(C(=O)N2CCCC(C(N)=O)C2)CCCCO1
122550,COc1ccc(Cl)cc1CC(=O)N1CCCC(C(N)=O)C1
122551,COc1ccccc1CC(=O)N1CC(C(N)=O)C(C(F)(F)F)C1
122552,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCCC(C(N)=O)C1
122553,NC(=O)C1CCCN(C(=O)C2CCc3cccc(Br)c32)C1
122554,COc1cc(Cl)ccc1CC(=O)N1CCCC(C(N)=O)C1
122555,COc1ccccc1C(NC(C)=O)C(=O)N1CCCC(C(N)=O)C1
122556,NC(=O)C1CCCN(C(=O)C(Cc2ccc(F)cc2)c2ccccc2)C1
122557,NC(=O)C1CCCN(C(=O)C2CCOc3ccc(Cl)cc32)C1
122558,Cc1cc(C)c(CC(=O)N2CCCC(C(N)=O)C2)c(=O)[nH]1
122559,NC(=O)C1CCCN(C(=O)Cc2cnccc2C(F)(F)F)C1
