,1_product_smiles
264,O=C1N[C@@H]2C[C@@H]1CN(C(=O)[C@H]1CSc3cccc(F)c31)C2
265,O=C1N[C@H]2C[C@@H]1CN(C(=O)[C@H]1CSc3cccc(F)c31)C2
266,O=C1N[C@@H]2C[C@H]1CN(C(=O)[C@H]1CSc3cccc(F)c31)C2
267,O=C1N[C@H]2C[C@H]1CN(C(=O)[C@H]1CSc3cccc(F)c31)C2
268,CSc1ccc(O)cc1CC(=O)N1CCC[C@H](C(N)=O)C1
269,CSc1ccc(O)cc1CC(=O)N1CCC[C@@H](C(N)=O)C1
270,NC(=O)[C@@H]1CCCN(C(=O)[C@]2(N)CSc3ccccc32)C1
271,NC(=O)[C@H]1CCCN(C(=O)[C@]2(N)CSc3ccccc32)C1
272,NC(=O)[C@@H]1CCCN(C(=O)[C@@]2(N)CSc3ccccc32)C1
273,NC(=O)[C@H]1CCCN(C(=O)[C@@]2(N)CSc3ccccc32)C1
274,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3cccc(F)c32)C1
275,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3cccc(F)c32)C1
276,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3cccc(F)c32)C1
277,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3cccc(F)c32)C1
278,CSc1cc(C)ccc1CC(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
279,CSc1cc(C)ccc1CC(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
280,CSc1cc(C)ccc1CC(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
281,CSc1cc(C)ccc1CC(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
282,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3c(Br)cccc32)C1
283,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3c(Br)cccc32)C1
284,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3c(Br)cccc32)C1
285,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3c(Br)cccc32)C1
286,CSc1cccc(I)c1CC(=O)N1CCC[C@H](C(N)=O)C1
287,CSc1cccc(I)c1CC(=O)N1CCC[C@@H](C(N)=O)C1
288,CSc1ccccc1[C@H](N)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
289,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
290,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
291,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
292,CSc1ccccc1[C@H](N)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
293,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
294,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
295,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
296,CSc1ccccc1[C@H](N)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
297,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
298,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
299,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
300,CSc1ccccc1[C@H](N)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
301,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
302,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
303,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
304,CSc1cc(F)ccc1CC(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
305,CSc1cc(F)ccc1CC(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
306,CSc1cc(F)ccc1CC(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
307,CSc1cc(F)ccc1CC(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
308,CSc1cc(F)ccc1CC(=O)N1CCC[C@H](C(N)=O)C1
309,CSc1cc(F)ccc1CC(=O)N1CCC[C@@H](C(N)=O)C1
310,CSc1c(F)cccc1CC(=O)N1CCC[C@H](C(N)=O)C1
311,CSc1c(F)cccc1CC(=O)N1CCC[C@@H](C(N)=O)C1
312,CSc1ccc(Cl)cc1CC(=O)N1CCC[C@H](C(N)=O)C1
313,CSc1ccc(Cl)cc1CC(=O)N1CCC[C@@H](C(N)=O)C1
314,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
315,CSc1ccc(Cl)cc1CC(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
316,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
317,CSc1ccc(Cl)cc1CC(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
318,CSc1ccc(Cl)cc1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
319,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
320,CSc1ccc(Cl)cc1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
321,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
322,CSc1ccc(Cl)cc1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
323,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
324,CSc1ccc(Cl)cc1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
325,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
326,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
327,CSc1ccc(Cl)cc1CC(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
328,CSc1ccc(Cl)cc1CC(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
329,CSc1ccc(Cl)cc1CC(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
330,CSc1ccc(Cl)cc1CC(=O)N1CCC[C@H](C(N)=O)C1
331,CSc1ccc(Cl)cc1CC(=O)N1CCC[C@@H](C(N)=O)C1
332,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
333,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
334,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
335,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
336,NC(=O)[C@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
337,NC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
338,NC(=O)[C@]12C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
339,NC(=O)[C@@]12C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
340,NC(=O)[C@]12C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
341,NC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
342,NC(=O)[C@]12C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
343,NC(=O)[C@@]12C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
344,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
345,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]12
346,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]21
347,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]12
348,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
349,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
350,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
351,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@H]12
352,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
353,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]12
354,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@H]21
355,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@@H]2C[C@@H]12
356,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
357,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
358,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
359,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3ccc(O)cc32)[C@H]2C[C@@H]12
360,O=C1N[C@@H]2C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
361,O=C1N[C@H]2C[C@@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
362,O=C1N[C@@H]2C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
363,O=C1N[C@H]2C[C@H]1CN(C(=O)[C@@H]1CSc3ccc(O)cc31)C2
364,O=C1N[C@@H]2C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
365,O=C1N[C@H]2C[C@@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
366,O=C1N[C@@H]2C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
367,O=C1N[C@H]2C[C@H]1CN(C(=O)[C@H]1CSc3ccc(O)cc31)C2
368,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3c(N)cccc32)C1
369,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3c(N)cccc32)C1
370,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3c(N)cccc32)C1
371,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3c(N)cccc32)C1
372,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
373,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3ccc(O)cc32)C1
374,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
375,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3ccc(O)cc32)C1
376,Nc1cccc2c1SC[C@@H]2C(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
377,Nc1cccc2c1SC[C@H]2C(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
378,Nc1cccc2c1SC[C@@H]2C(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
379,Nc1cccc2c1SC[C@H]2C(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
380,Nc1cccc2c1SC[C@@H]2C(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
381,Nc1cccc2c1SC[C@H]2C(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
382,Nc1cccc2c1SC[C@@H]2C(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
383,Nc1cccc2c1SC[C@H]2C(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
384,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@@H]2C[C@@H]21
385,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@@H]2C[C@H]12
386,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@@H]2C[C@@H]21
387,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@@H]2C[C@H]12
388,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@H]2C[C@H]12
389,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@H]2C[C@H]12
390,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@H]2C[C@H]12
391,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@H]2C[C@H]12
392,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@@H]2C[C@H]21
393,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@@H]2C[C@@H]12
394,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@@H]2C[C@H]21
395,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@@H]2C[C@@H]12
396,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@H]2C[C@@H]12
397,NC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3c(N)cccc32)[C@H]2C[C@@H]12
398,NC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@H]2C[C@@H]12
399,NC(=O)[C@H]1CN(C(=O)[C@H]2CSc3c(N)cccc32)[C@H]2C[C@@H]12
400,NC(=O)[C@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3c(N)cccc31)C2
401,NC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@@H]1CSc3c(N)cccc31)C2
402,NC(=O)[C@]12C[C@H]1CN(C(=O)[C@@H]1CSc3c(N)cccc31)C2
403,NC(=O)[C@@]12C[C@H]1CN(C(=O)[C@@H]1CSc3c(N)cccc31)C2
404,NC(=O)[C@]12C[C@@H]1CN(C(=O)[C@H]1CSc3c(N)cccc31)C2
405,NC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@H]1CSc3c(N)cccc31)C2
406,NC(=O)[C@]12C[C@H]1CN(C(=O)[C@H]1CSc3c(N)cccc31)C2
407,NC(=O)[C@@]12C[C@H]1CN(C(=O)[C@H]1CSc3c(N)cccc31)C2
408,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3c(N)cccc32)C1
409,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3c(N)cccc32)C1
410,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3c(N)cccc32)C1
411,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3c(N)cccc32)C1
412,CSc1cccc(I)c1CC(=O)N1CCC[C@H](C(N)=O)C1
413,CSc1cccc(I)c1CC(=O)N1CCC[C@@H](C(N)=O)C1
414,CSc1cccc(I)c1CC(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
415,CSc1cccc(I)c1CC(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
416,CSc1cccc(I)c1CC(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
417,CSc1cccc(I)c1CC(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
418,CSc1cccc(I)c1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
419,CSc1cccc(I)c1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
420,CSc1cccc(I)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
421,CSc1cccc(I)c1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
422,CSc1cccc(I)c1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
423,CSc1cccc(I)c1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
424,CSc1cccc(I)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
425,CSc1cccc(I)c1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
426,CSc1cccc(I)c1CC(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
427,CSc1cccc(I)c1CC(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
428,CSc1cccc(I)c1CC(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
429,CSc1cccc(I)c1CC(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
430,CSc1ccc(O)cc1CC(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
431,CSc1ccc(O)cc1CC(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
432,CSc1ccc(O)cc1CC(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
433,CSc1ccc(O)cc1CC(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
434,CSc1ccccc1[C@H](N)C(=O)N1CCC[C@H](C(N)=O)C1
435,CSc1ccccc1[C@@H](N)C(=O)N1CCC[C@H](C(N)=O)C1
436,CSc1ccccc1[C@H](N)C(=O)N1CCC[C@@H](C(N)=O)C1
437,CSc1ccccc1[C@@H](N)C(=O)N1CCC[C@@H](C(N)=O)C1
438,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
439,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
440,CSc1ccccc1[C@H](N)C(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
441,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
442,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
443,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
444,CSc1ccccc1[C@H](N)C(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
445,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
446,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
447,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
448,CSc1ccccc1[C@H](N)C(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
449,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
450,CSc1ccccc1[C@H](N)C(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
451,CSc1ccccc1[C@@H](N)C(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
452,CSc1ccccc1[C@H](N)C(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
453,CSc1ccccc1[C@@H](N)C(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
454,CSc1ccc(O)cc1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
455,CSc1ccc(O)cc1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
456,CSc1ccc(O)cc1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
457,CSc1ccc(O)cc1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
458,CSc1ccc(O)cc1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
459,CSc1ccc(O)cc1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
460,CSc1ccc(O)cc1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
461,CSc1ccc(O)cc1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
462,CSc1ccc(O)cc1CC(=O)N1CCC[C@H](C(N)=O)C1
463,CSc1ccc(O)cc1CC(=O)N1CCC[C@@H](C(N)=O)C1
464,CSc1c(F)cccc1CC(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
465,CSc1c(F)cccc1CC(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
466,CSc1c(F)cccc1CC(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
467,CSc1c(F)cccc1CC(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
468,CSc1cc(N)ccc1CC(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
469,CSc1cc(N)ccc1CC(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
470,CSc1cc(N)ccc1CC(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
471,CSc1cc(N)ccc1CC(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
472,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CCSc3ccccc32)C1
473,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCSc3ccccc32)C1
474,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1
475,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1
476,NC(=O)[C@]12C[C@@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
477,NC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
478,NC(=O)[C@]12C[C@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
479,NC(=O)[C@@]12C[C@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
480,NC(=O)[C@]12C[C@@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
481,NC(=O)[C@@]12C[C@@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
482,NC(=O)[C@]12C[C@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
483,NC(=O)[C@@]12C[C@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
484,CSc1cc(N)ccc1CC(=O)N1CCC[C@H](C(N)=O)C1
485,CSc1cc(N)ccc1CC(=O)N1CCC[C@@H](C(N)=O)C1
486,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@@H]2C[C@@H]21
487,NC(=O)[C@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@@H]2C[C@H]12
488,NC(=O)[C@@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@@H]2C[C@@H]21
489,NC(=O)[C@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@@H]2C[C@H]12
490,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@H]2C[C@H]12
491,NC(=O)[C@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@H]2C[C@H]12
492,NC(=O)[C@@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@H]2C[C@H]12
493,NC(=O)[C@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@H]2C[C@H]12
494,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@@H]2C[C@H]21
495,NC(=O)[C@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@@H]2C[C@@H]12
496,NC(=O)[C@@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@@H]2C[C@H]21
497,NC(=O)[C@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@@H]2C[C@@H]12
498,NC(=O)[C@@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@H]2C[C@@H]12
499,NC(=O)[C@H]1CN(C(=O)[C@@H]2CCSc3ccccc32)[C@H]2C[C@@H]12
500,NC(=O)[C@@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@H]2C[C@@H]12
501,NC(=O)[C@H]1CN(C(=O)[C@H]2CCSc3ccccc32)[C@H]2C[C@@H]12
502,O=C1N[C@@H]2C[C@@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
503,O=C1N[C@H]2C[C@@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
504,O=C1N[C@@H]2C[C@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
505,O=C1N[C@H]2C[C@H]1CN(C(=O)[C@@H]1CCSc3ccccc31)C2
506,O=C1N[C@@H]2C[C@@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
507,O=C1N[C@H]2C[C@@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
508,O=C1N[C@@H]2C[C@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
509,O=C1N[C@H]2C[C@H]1CN(C(=O)[C@H]1CCSc3ccccc31)C2
510,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CCSc3ccccc32)C1
511,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCSc3ccccc32)C1
512,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1
513,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1
514,CSc1cccc(O)c1CC(=O)N1CCC[C@H](C(N)=O)C1
515,CSc1cccc(O)c1CC(=O)N1CCC[C@@H](C(N)=O)C1
516,CSc1cccc(O)c1CC(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1
517,CSc1cccc(O)c1CC(=O)N1C[C@H]2C[C@]2(C(N)=O)C1
518,CSc1cccc(O)c1CC(=O)N1C[C@@H]2C[C@@]2(C(N)=O)C1
519,CSc1cccc(O)c1CC(=O)N1C[C@H]2C[C@@]2(C(N)=O)C1
520,CSc1cccc(O)c1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@@H]21
521,CSc1cccc(O)c1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@@H]21
522,CSc1cccc(O)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@@H]21
523,CSc1cccc(O)c1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@@H]21
524,CSc1cccc(O)c1CC(=O)N1C[C@H](C(N)=O)[C@@H]2C[C@H]21
525,CSc1cccc(O)c1CC(=O)N1C[C@@H](C(N)=O)[C@@H]2C[C@H]21
526,CSc1cccc(O)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21
527,CSc1cccc(O)c1CC(=O)N1C[C@@H](C(N)=O)[C@H]2C[C@H]21
528,CSc1cccc(O)c1CC(=O)N1C[C@@H]2C[C@H](C1)C(=O)N2
529,CSc1cccc(O)c1CC(=O)N1C[C@H]2C[C@H](C1)C(=O)N2
530,CSc1cccc(O)c1CC(=O)N1C[C@@H]2C[C@@H](C1)C(=O)N2
531,CSc1cccc(O)c1CC(=O)N1C[C@H]2C[C@@H](C1)C(=O)N2
532,CSc1cccc(O)c1CC(=O)N1CCC[C@H](C(N)=O)C1
533,CSc1cccc(O)c1CC(=O)N1CCC[C@@H](C(N)=O)C1
534,NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CSc3cc(Cl)ccc32)C1
535,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CSc3cc(Cl)ccc32)C1
536,NC(=O)[C@@H]1CCCN(C(=O)[C@H]2CSc3cc(Cl)ccc32)C1
537,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3cc(Cl)ccc32)C1
538,O=C1N[C@@H]2C[C@@H]1CN(C(=O)[C@@H]1CSc3cc(Cl)ccc31)C2
539,O=C1N[C@H]2C[C@@H]1CN(C(=O)[C@@H]1CSc3cc(Cl)ccc31)C2
540,O=C1N[C@@H]2C[C@H]1CN(C(=O)[C@@H]1CSc3cc(Cl)ccc31)C2
